YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2018,9,3,16.8,31.2,23,79,2,200
2018,9,4,0.4,29.8,23.5,74,3,220
2018,9,5,0.6,29.4,24.5,78,2,220
2018,9,6,5.4,31,24.5,81,2,200
2018,9,7,0,31.8,25,74,2,220
2018,9,8,0,32.4,24.5,76,2,220
2018,9,9,0,32.4,24,79,1,360
2018,9,10,0.8,31.8,24,78,1,220
2018,9,11,2.8,32.6,24,77,1,270
2018,9,12,7.5,31.5,23.6,83,1,250
2018,9,13,64.8,31.8,21.5,79,2,250
2018,9,14,28.6,28.8,24,86,3,200
2018,9,15,15.2,29.4,22.5,82,4,200
2018,9,16,0,31.8,23.9,79,1,200
2018,9,17,3.4,32,23.8,79,1,360
2018,9,18,21,30.3,23.5,85,1,20
2018,9,19,6,32.2,23.5,82,1,90
2018,9,20,0,31.7,23.2,83,1,110
2018,9,21,1.4,31.1,22.5,82,1,220
2018,9,22,11.6,30.5,22.5,86,1,360
2018,9,23,3.4,31.6,24,79,1,320
2018,9,24,0,32.6,25,75,2,220
2018,9,25,0,32.6,25,72,3,220
2018,9,26,0,33,24.4,75,2,220
2018,9,27,0,32.2,25.3,73,3,220
2018,9,28,-1,32.6,24.5,79,2,220
2018,9,29,0,33.2,24.5,76,2,200
2018,9,30,3.4,30.4,23.5,82,1,220
2018,10,1,1.2,31,24,83,1,250
2018,10,2,14,31.2,23.5,86,1,250
2018,10,3,0,32,23,77,1,360
2018,10,4,0.2,32.6,23.2,76,1,200
2018,10,5,0,32.4,23.5,81,1,340
2018,10,6,0,32,24.5,81,1,90
2018,10,7,0,33,24.4,77,1,90
2018,10,8,0,32.2,24.5,79,1,90
2018,10,9,0,32.6,25,79,1,90
2018,10,10,0,31.6,24.4,79,1,110
2018,10,11,0,32.6,25,77,1,110
2018,10,12,0,33.2,25,76,1,90
2018,10,13,0,32.8,25.5,80,1,90
2018,10,14,0,34.4,24.4,77,1,90
2018,10,15,-1,31.2,23,82,1,90
2018,10,16,1,32.2,23.5,81,1,110
2018,10,17,0,33,24.5,79,2,90
2018,10,18,0,32.2,23.7,78,1,110
2018,10,19,1.5,32.2,24.3,85,1,360
2018,10,20,10.2,31.8,23.4,83,1,20
2018,10,21,0,29.2,24,87,1,340
2018,10,22,0.2,31.4,23.6,83,1,360
2018,10,23,0,32,22.4,78,1,320
2018,10,24,0,32.5,23.3,75,1,340
2018,10,25,0,32,23.5,75,2,340
2018,10,26,0,31.6,24.5,74,1,340
2018,10,27,0,31.8,23.7,71,1,320
2018,10,28,0,30.8,23,71,1,320
2018,10,29,0,31.2,24.3,72,2,200
2018,10,30,0,32.3,23,71,2,160
2018,10,31,0,32.6,23.2,79,1,110
2018,11,1,-1,33.3,24.8,76,2,90
2018,11,2,0,33.5,24.9,73,1,110
2018,11,3,0,33.2,24.5,74,1,20
2018,11,4,18.1,34,23.5,78,1,270
2018,11,5,10.3,28.8,23.2,93,1,40
2018,11,6,2.6,31.8,23.8,81,2,70
2018,11,7,1.8,32.4,23.2,81,1,40
2018,11,8,5.6,31.9,23,84,1,360
2018,11,9,17,33,23,80,1,70
2018,11,10,12.4,31.4,23.5,92,1,40
2018,11,11,-1,32.2,24,81,1,360
2018,11,12,0,32.4,22.3,77,1,40
2018,11,13,1,30.6,24,83,1,40
2018,11,14,15.6,30.8,23,88,1,40
2018,11,15,0,31.6,23,86,1,70
2018,11,16,8.5,31.4,22.5,90,1,70
2018,11,17,5.6,30.8,23.4,81,1,20
2018,11,18,0.8,30.7,23,80,1,340
2018,11,19,22.4,31.4,22.5,82,2,340
2018,11,20,29.8,27.2,22,92,2,360
2018,11,21,0,31,24,87,2,90
2018,11,22,6.2,31.6,22.7,86,1,90
2018,11,23,0,31.4,22.5,81,1,110
2018,11,24,0,30.8,23,79,1,110
2018,11,25,0,32,22.6,78,1,70
2018,11,26,0,31.5,22.3,78,1,20
2018,11,27,1.4,31.4,24.4,82,1,20
2018,11,28,0,31.3,22.6,82,1,110
2018,11,29,0,32.7,23.5,77,1,20
2018,11,30,3.8,32.8,23.4,79,2,20
2018,12,1,23.4,30,23.3,92,1,70
2018,12,2,0.6,31.1,23.7,81,1,40
2018,12,3,0,31.2,24.4,84,2,360
2018,12,4,7.8,32,24,80,1,90
2018,12,5,-1,30.7,24.5,86,2,70
2018,12,6,-1,32.4,24.5,84,1,70
2018,12,7,0,32.4,24.5,79,1,90
2018,12,8,4,32.6,24.5,82,1,20
2018,12,9,2.6,32.4,24,84,1,70
2018,12,10,0.8,31.4,24.5,85,1,90
2018,12,11,0,32,25.1,79,1,90
2018,12,12,4.4,31,24.2,85,1,20
2018,12,13,5.4,28.6,24.5,88,2,70
2018,12,14,11.2,30.4,24.7,87,2,70
2018,12,15,30.8,28.8,23.9,89,1,20
2018,12,16,119.8,27.4,23.7,94,1,90
2018,12,17,5,27.3,23.8,92,1,340
2018,12,18,0,29.8,23.5,81,1,20
2018,12,19,4.1,27.9,23.5,84,1,20
2018,12,20,36.8,25.9,23.5,92,1,340
2018,12,21,2.6,29.3,24.5,90,1,360
2018,12,22,13.4,28.8,23.5,91,1,360
2018,12,23,4.8,26.5,24,93,1,320
2018,12,24,0.4,31,23.5,86,1,110
2018,12,25,0,31.4,25,85,1,110
2018,12,26,0,31,24,85,1,360
2018,12,27,4.6,28.4,23,84,1,320
2018,12,28,133.8,25.4,22.5,95,1,320
2018,12,29,143.2,27.2,23.5,96,2,90
2018,12,30,1.4,30.1,24.1,87,1,70
2018,12,31,0,28.7,24.8,89,1,70
2019,1,1,4.2,29.5,24.5,87,2,70
2019,1,2,2.4,30.8,24.2,84,2,70
2019,1,3,0.6,30.5,24.5,82,1,70
2019,1,4,0,30.4,24.6,84,1,40
2019,1,5,0,29.4,23.8,84,1,90
2019,1,6,0,31.4,22.8,81,2,20
2019,1,7,2.8,28.4,23.7,87,1,40
2019,1,8,1.4,29,23,88,1,70
2019,1,9,1.2,29.2,23.8,87,2,70
2019,1,10,0,30.2,24.5,81,1,70
2019,1,11,9.2,30.6,23,81,1,70
2019,1,12,2,29.6,23.8,85,1,340
2019,1,13,-1,31.4,23.8,82,1,70
2019,1,14,1.2,30.8,23.7,79,2,70
2019,1,15,0.8,30.6,23,77,2,70
2019,1,16,1.6,30.2,22.5,80,1,70
2019,1,17,0,28.8,22.9,82,1,20
2019,1,18,2,30.8,22.7,72,1,70
2019,1,19,0.4,30.8,23.8,76,1,70
2019,1,20,15.8,27,23.5,89,2,360
2019,1,21,3,27.6,24,91,1,320
2019,1,22,2,27.8,24,86,2,340
2019,1,23,1.2,27.2,24.4,89,1,20
2019,1,24,117.2,25.4,23,95,1,70
2019,1,25,0,27.2,23.5,80,1,40
2019,1,26,0,28.6,22.2,78,1,70
2019,1,27,0,28.9,22.7,72,1,40
2019,1,28,0,29.4,22.1,72,1,70
2019,1,29,0.6,29.1,21.6,77,1,20
2019,1,30,0,30,24,78,1,90
2019,1,31,0,30,21.9,85,1,90
2019,2,1,-1,30.6,23.4,73,1,70
2019,2,2,1.2,27.3,23.1,81,2,70
2019,2,3,1,31,22.8,78,1,70
2019,2,4,0,31.4,22.5,82,1,70
2019,2,5,0,31,24.5,79,1,340
2019,2,6,0,30.4,21.5,78,1,90
2019,2,7,0,30.4,24,79,1,110
2019,2,8,0,31,23.5,78,1,90
2019,2,9,4.2,31.4,23.5,83,2,90
2019,2,10,0,31.4,24,80,2,70
2019,2,11,0,31,23,77,2,70
2019,2,12,0,31,23,76,1,70
2019,2,13,14.2,30.2,22.9,86,1,90
2019,2,14,1,30.7,23.5,78,1,70
2019,2,15,0.2,28.2,22.5,83,1,70
2019,2,16,0,30.4,22.5,80,2,90
2019,2,17,0,30.8,22.5,78,2,90
2019,2,18,0,30.9,23.5,77,1,90
2019,2,19,0,31,23,83,2,90
2019,2,20,0,31.8,22.5,71,1,70
2019,2,21,0,30.8,23.5,72,1,70
2019,2,22,0,29.8,22.4,81,1,90
2019,2,23,0,31,23.5,78,2,90
2019,2,24,0,31,23,76,1,110
2019,2,25,0,30,20.5,77,1,90
2019,2,26,0,30.3,21.5,72,1,90
2019,2,27,0,31.4,22,73,1,40
2019,2,28,0,31.2,22.9,75,1,360
2019,3,1,0,31.4,21.1,75,1,90
2019,3,2,0,30.8,24,77,1,90
2019,3,3,0,31,25,81,2,110
2019,3,4,0,32.6,25,78,2,90
2019,3,5,0,33.6,24.5,79,2,90
2019,3,6,0,32.4,24.5,78,1,110
2019,3,7,0,32.2,23.5,73,2,90
2019,3,8,0,31,25,76,2,90
2019,3,9,0,31.2,23.5,78,2,110
2019,3,10,0,31.8,24,79,2,90
2019,3,11,0,31.7,23.2,75,1,90
2019,3,12,0,31.8,23.5,73,1,110
2019,3,13,0,31.6,22.5,73,1,110
2019,3,14,0,31.8,23,71,2,110
2019,3,15,0,31.4,24.2,70,2,90
2019,3,16,0,33.2,24.5,71,1,90
2019,3,17,0.6,33.6,24,73,1,70
2019,3,18,0,33.4,25,71,1,70
2019,3,19,2.2,33.4,24.8,74,1,70
2019,3,20,4.6,29.8,23.9,83,1,70
2019,3,21,0,31.8,23.3,76,2,90
2019,3,22,0,32.2,24.8,72,1,90
2019,3,23,0,31.3,23.6,75,2,70
2019,3,24,0,33,24.5,74,2,90
2019,3,25,0,32.3,25.6,71,2,90
2019,3,26,3.2,32.8,24.4,80,1,90
2019,3,27,0.2,30.8,24.8,82,1,70
2019,3,28,0,31.8,23.9,78,2,110
2019,3,29,0,31,23,75,2,110
2019,3,30,0,31.2,22,74,2,110
2019,3,31,0,33,23.5,77,2,90
2019,4,1,2.4,31.4,24,75,2,110
2019,4,2,0,32,24.5,79,2,70
2019,4,3,0,33.2,24.5,74,2,90
2019,4,4,0,32.2,24,72,1,90
2019,4,5,0,32.2,25.5,77,2,90
2019,4,6,0,32.2,25.5,79,2,90
2019,4,7,0,33.4,25,75,2,90
2019,4,8,6.8,31.8,25,82,1,110
2019,4,9,1.2,32.2,25,86,2,90
2019,4,10,0.4,32.8,25.5,85,1,90
2019,4,11,0,33.4,25.5,79,1,90
2019,4,12,0,32.8,25.5,78,2,90
2019,4,13,0,32.6,25,77,2,90
2019,4,14,0,32.6,26,79,2,90
2019,4,15,0,33.4,25.5,74,2,110
2019,4,16,0,33.4,25,74,2,110
2019,4,17,0,32.8,25,75,1,90
2019,4,18,0,33.4,25.5,79,2,110
2019,4,19,0,33.6,25.5,74,2,90
2019,4,20,0,32.4,25.7,70,2,90
2019,4,21,0,33.6,24.7,71,2,90
2019,4,22,0,32.4,25.5,69,2,90
2019,4,23,0,33.6,25.8,71,2,90
2019,4,24,0,32.8,25.5,72,2,90
2019,4,25,0,33,25.5,75,2,90
2019,4,26,0,33,25,75,2,90
2019,4,27,0,34.4,24.5,75,2,90
2019,4,28,0,32.4,25,79,1,90
2019,4,29,0,33,25.5,76,2,90
2019,4,30,0,33.8,25.8,77,2,110
2019,5,1,0,33.8,25.5,74,2,90
2019,5,2,0,33.6,26,77,1,110
2019,5,3,15.6,33.3,24.5,82,1,90
2019,5,4,-1,32.2,25.5,80,1,140
2019,5,5,7.6,31.6,25,81,1,250
2019,5,6,0,33.8,25.5,71,2,250
2019,5,7,0,34.6,27,72,2,220
2019,5,8,45,29.4,25.5,86,1,250
2019,5,9,45,31.4,25,85,1,250
2019,5,10,14.6,31.2,26,85,1,220
2019,5,11,36.2,32,25.5,84,1,90
2019,5,12,0,33.2,26.5,83,1,90
2019,5,13,0,34.2,26.7,79,2,90
2019,5,14,0,34,27,77,2,90
2019,5,15,0,34.2,26.5,77,2,110
2019,5,16,0,33.8,26,80,1,90
2019,5,17,0,33.2,26,77,1,90
2019,5,18,0,34.2,26.5,78,1,290
2019,5,19,0,33.4,26.5,80,1,250
2019,5,20,1,33.8,27.5,76,2,340
2019,5,21,0,35,27.5,74,1,200
2019,5,22,8.4,31.8,26.5,83,1,180
2019,5,23,40.4,32.5,25,83,1,180
2019,5,24,0,32.9,26.5,85,1,90
2019,5,25,0,31.8,26.5,83,2,90
2019,5,26,26.4,31.2,24.5,87,1,270
2019,5,27,0,33,25.5,83,1,90
2019,5,28,0,33,26,80,2,90
2019,5,29,0,33.8,26.5,76,2,90
2019,5,30,0,31.8,27,82,2,90
2019,5,31,0,32.7,26,83,1,90
2019,6,1,0,34,26.5,81,1,110
2019,6,2,0,34,26,78,2,110
2019,6,3,0,33,26.5,80,2,110
2019,6,4,0.2,32.8,25.5,81,2,110
2019,6,5,1,33.2,25.5,80,2,90
2019,6,6,0,32.8,26.5,76,2,110
2019,6,7,0,33.1,26,80,2,110
2019,6,8,0,33.5,26,78,2,110
2019,6,9,0,31.8,26,82,1,90
2019,6,10,-1,33.2,26.5,75,2,200
2019,6,11,0,34.6,27,71,1,220
2019,6,12,0,33.2,26.5,79,1,90
2019,6,13,0,34.5,27,79,1,70
2019,6,14,0.4,34.6,27,72,2,200
2019,6,15,-1,34.9,27,77,1,220
2019,6,16,2,34.2,26.5,75,1,220
2019,6,17,0,34,26.5,80,1,90
2019,6,18,0,34.4,27.2,74,2,90
2019,6,19,0,34.7,26.5,76,2,90
2019,6,20,0,34.6,27,76,2,110
2019,6,21,3.4,33,26,82,1,90
2019,6,22,0,33.9,26,78,1,90
2019,6,23,5,32.6,26,76,2,220
2019,6,24,18,29.9,24,89,1,250
2019,6,25,0.2,31.5,26,85,1,200
2019,6,26,2.2,31.4,25.2,83,1,220
2019,6,27,54.6,32.4,24.5,83,2,200
2019,6,28,0.6,32.1,26.5,77,2,200
2019,6,29,30.2,29.8,24.5,87,1,180
2019,6,30,42.6,30,25,82,2,220
2019,7,1,0.4,29.2,25,84,2,200
2019,7,2,0,32,24.5,78,1,180
2019,7,3,0,33,25.5,79,1,250
2019,7,4,0,33,25.5,77,1,90
2019,7,5,62.8,31.4,24,89,1,340
2019,7,6,0,32.4,25.5,77,1,180
2019,7,7,0.4,33.4,26,78,1,220
2019,7,8,0,33.6,24.5,73,1,270
2019,7,9,0,33.2,26,77,2,220
2019,7,10,15.8,32,25,83,1,220
2019,7,11,-1,33.5,25.5,84,1,90
2019,7,12,0,31.8,25,81,1,70
2019,7,13,0.6,30.4,24.5,84,1,220
2019,7,14,10.2,31.2,24,87,1,220
2019,7,15,29.8,27,23,88,1,220
2019,7,16,8.8,29,25,86,3,200
2019,7,17,0.2,30,26,73,4,200
2019,7,18,0,33.3,26,69,2,180
2019,7,19,0,32.8,25,74,2,200
2019,7,20,0,33,26.5,80,1,180
2019,7,21,22.8,33.2,25,81,1,250
2019,7,22,4.6,31,24,87,1,320
2019,7,23,9.8,30.4,24.7,85,1,270
2019,7,24,1,31.6,25,87,1,200
2019,7,25,-1,32.6,25.5,78,1,220
2019,7,26,0,32.7,26,78,2,250
2019,7,27,32,28.2,24,90,1,290
2019,7,28,14.4,29.6,24.5,86,1,270
2019,7,29,0,30.4,25,82,1,250
2019,7,30,0.4,31.2,25,84,1,250
2019,7,31,0,32,26,77,1,200
2019,8,1,0,32.2,25.5,77,2,250
2019,8,2,3.8,30.5,25.5,78,2,220
2019,8,3,19.4,28.4,25,84,2,220
2019,8,4,0.2,31.2,24.7,77,2,220
2019,8,5,1.4,29.6,24.2,84,3,220
2019,8,6,1,31.6,25,78,2,200
2019,8,7,0,31.2,25.5,78,4,200
2019,8,8,0,30.8,25.5,74,4,200
2019,8,9,0,31.4,26.5,75,3,200
2019,8,10,0,32.8,26.5,72,2,200
2019,8,11,0,32.6,27,72,2,220
2019,8,12,0,33.9,27,70,2,250
2019,8,13,0,33.3,26.5,71,3,220
2019,8,14,0,33.2,27,71,2,220
2019,8,15,0,33.3,26.5,74,2,220
2019,8,16,0,33.4,26.5,73,2,250
2019,8,17,0,33.4,27,73,2,220
2019,8,18,0,33.4,26.5,77,2,250
2019,8,19,-1,32.8,27.5,77,2,220
2019,8,20,3.8,31.8,24.5,81,2,220
2019,8,21,6.4,27.8,24.5,86,1,220
2019,8,22,7,28.6,24.5,81,2,220
2019,8,23,0,29.6,25.5,77,3,200
2019,8,24,0,31.6,25,78,2,200
2019,8,25,2.2,33.3,26,81,1,220
2019,8,26,16,32.6,24.5,81,2,290
2019,8,27,22.2,29.4,24.2,88,2,220
2019,8,28,3.2,30.9,25.3,77,3,220
2019,8,29,0,31.6,25,77,2,200
2019,8,30,21,31.2,24,79,1,220
2019,8,31,1.8,29.8,24.5,91,1,200
2019,9,1,0,31.4,25,80,2,220
2019,9,2,2.6,30.5,24.5,80,2,200
2019,9,3,0,30.4,25.5,81,2,180
2019,9,4,0,32.6,25.5,78,2,200
2019,9,5,0,33.1,26,72,2,220
2019,9,6,0,33,27,73,3,220
2019,9,7,0,33,27,66,2,250
2019,9,8,0,33.2,25.5,71,2,200
2019,9,9,0,34.4,26.5,69,2,250
2019,9,10,10.6,32.9,24.7,73,2,270
2019,9,11,81.2,28,23.5,91,2,270
2019,9,12,0.2,28.6,25.5,81,1,290
2019,9,13,0.4,30.5,25.5,80,2,200
2019,9,14,10.2,30.8,24.5,81,2,200
2019,9,15,9.8,31.2,24.5,78,2,220
2019,9,16,0,31.4,26.5,78,2,220
2019,9,17,35,32.4,24,80,2,200
2019,9,18,0.4,30.6,26,79,2,200
2019,9,19,0,31.8,26.5,74,3,250
2019,9,20,0,32,26.5,73,2,220
2019,9,21,0,31.8,26,72,2,200
2019,9,22,0,31.8,24.5,80,1,180
2019,9,23,0,33,26,80,1,90
2019,9,24,0,32,24.5,79,1,110
2019,9,25,0,32.9,25.5,78,1,360
2019,9,26,0,33.4,25.5,80,1,110
2019,9,27,0,33.4,25.5,77,1,90
2019,9,28,0,33.2,26,75,1,360
2019,9,29,0,33,26,73,2,200
2019,9,30,0,33.4,26,76,2,200
2019,10,1,-1,32.4,25,84,1,110
2019,10,2,0,32.5,24.7,77,1,90
2019,10,3,-1,32.4,24.7,76,1,90
2019,10,4,0,31.9,24.5,78,1,340
2019,10,5,0,32.6,26,76,1,360
2019,10,6,3.6,33.4,25,73,2,90
2019,10,7,0.8,32.6,25.5,79,1,360
2019,10,8,0,32.7,26,74,1,340
2019,10,9,0,31.8,25.5,79,1,340
2019,10,10,0,32.3,25,74,1,340
2019,10,11,0,32.8,25,72,1,360
2019,10,12,0,32.6,25,72,1,90
2019,10,13,0,32.2,25,70,1,40
2019,10,14,0,32.2,25,76,1,110
2019,10,15,-1,34,25.5,71,1,360
2019,10,16,3,33,25,79,1,20
2019,10,17,0,33.5,25,76,1,360
2019,10,18,4.8,33.5,25.2,79,1,360
2019,10,19,0.2,32.6,26,76,1,90
2019,10,20,32.6,32.6,25.5,81,1,70
2019,10,21,0,32.6,25.5,80,1,40
2019,10,22,3,32.8,25,80,1,90
2019,10,23,0,32.2,26,79,1,110
2019,10,24,0,32.9,26,76,1,110
2019,10,25,0,33.4,26.2,76,1,40
2019,10,26,4.2,34.6,25.2,73,1,20
2019,10,27,7.2,29.2,24.5,89,1,20
2019,10,28,17.8,28.8,24.8,91,1,110
2019,10,29,0,31.6,25.5,85,1,90
2019,10,30,17.6,32.6,24,82,1,40
2019,10,31,1.2,30.5,25,89,1,90
2019,11,1,-1,30.2,24.6,84,1,360
2019,11,2,0,32,26,82,1,90
2019,11,3,0,32,25.2,85,1,110
2019,11,4,1.6,33.2,25,74,1,250
2019,11,5,0,33.4,26,75,2,220
2019,11,6,0,32.2,26,71,3,200
2019,11,7,0,31.2,26.2,74,2,180
2019,11,8,0,33,25.5,74,2,180
2019,11,9,5.6,32.5,24.5,84,1,220
2019,11,10,6,32.2,25,79,2,270
2019,11,11,13.4,30,24.5,88,1,320
2019,11,12,0.2,29,25.5,76,2,360
2019,11,13,75,29.5,24,83,1,320
2019,11,14,22,29.4,24.5,91,1,40
2019,11,15,12.6,30,24.5,88,2,270
2019,11,16,0.2,30.4,25.5,82,2,290
2019,11,17,0.4,30.6,25.5,81,1,220
2019,11,18,0,32.8,24.5,79,1,200
2019,11,19,0,32,25,84,1,90
2019,11,20,-1,31.4,24.5,83,1,90
2019,11,21,-1,32.7,26,87,1,90
2019,11,22,0,32.9,26,79,1,90
2019,11,23,4,33.2,25.5,81,1,90
2019,11,24,1.8,33.5,24.7,79,1,70
2019,11,25,6.8,33.2,24.8,83,1,90
2019,11,26,0,31.5,25.5,85,1,70
2019,11,27,6,33.2,25.5,76,1,70
2019,11,28,6.8,33,25,77,2,20
2019,11,29,0,31.5,24.5,73,2,20
2019,11,30,0,32,24.5,67,2,360
2019,12,1,2,30.5,25.2,78,1,320
2019,12,2,179.2,28.5,24,88,6,290
2019,12,3,4.6,30.5,24,86,3,140
2019,12,4,0,30.9,25.2,87,1,90
2019,12,5,0,31.1,25.5,84,1,110
2019,12,6,0,31.5,25,83,1,70
2019,12,7,1.2,31.3,25.2,81,2,320
2019,12,8,7.3,26.7,23.5,90,2,360
2019,12,9,45.6,28.2,24,88,2,360
2019,12,10,1.8,29,24.3,87,1,340
2019,12,11,2.6,31.2,24.5,80,1,20
2019,12,12,2,31.4,25.4,81,1,70
2019,12,13,0.2,32.2,25,80,2,70
2019,12,14,4.8,32.7,25,79,1,70
2019,12,15,0.4,32.5,25,81,2,70
2019,12,16,55,32.5,23.5,79,2,70
2019,12,17,10.4,31.4,23.5,84,2,70
2019,12,18,1,31.2,24.5,83,2,340
2019,12,19,0,31.8,24.5,78,2,70
2019,12,20,1,32.8,24.8,77,1,70
2019,12,21,1,29.2,23.9,87,1,90
2019,12,22,-1,31.4,24.7,82,1,340
2019,12,23,-1,30.7,24.5,81,2,360
2019,12,24,47.2,28,24,88,4,340
2019,12,25,1.6,30,25,87,2,110
2019,12,26,16.6,29,24.5,89,1,90
2019,12,27,3.2,29.9,25.2,86,2,90
2019,12,28,0,30.8,24.5,82,2,90
2019,12,29,-1,31.2,24,78,2,90
2019,12,30,1,29.2,24.5,83,1,70
2019,12,31,3,32.8,24.5,79,2,70
2020,1,1,6.2,33,25,78,2,70
2020,1,2,1.4,32.2,25,76,2,70
2020,1,3,6.2,29.4,23.8,89,2,70
2020,1,4,5.4,31,24,84,2,70
2020,1,5,47.8,28.5,24,92,2,70
2020,1,6,50.4,28.6,23.8,92,2,40
2020,1,7,3.6,30.4,24,89,1,340
2020,1,8,0,30.5,24.3,86,2,70
2020,1,9,0,31.6,23.5,78,1,70
2020,1,10,0,32.1,23.5,79,1,70
2020,1,11,9,31.4,23,79,1,70
2020,1,12,0,30.2,23.2,83,1,90
2020,1,13,0,31,23.5,81,1,340
2020,1,14,2.4,30.4,24.5,83,2,340
2020,1,15,7.6,31,24.8,86,2,20
2020,1,16,3.4,29.9,24,89,2,340
2020,1,17,0,31,25,81,1,110
2020,1,18,18,31.5,23.8,84,1,20
2020,1,19,5,28.2,24,90,1,70
2020,1,20,0,30.9,24,77,2,70
2020,1,21,0,31,24,67,2,70
2020,1,22,0,32,23.5,71,2,70
2020,1,23,5.6,31.5,24,77,2,70
2020,1,24,2.8,28.5,25,89,2,90
2020,1,25,2.6,31,24,85,1,90
2020,1,26,0.4,31,23.5,88,1,90
2020,1,27,0,31.3,24.2,84,1,340
2020,1,28,0,31.5,23.7,83,1,90
2020,1,29,0,31.9,23.8,82,1,90
2020,1,30,0,30.5,22.3,78,1,340
2020,1,31,-1,31,23.5,74,2,360
2020,2,1,0,30,22.7,71,2,70
2020,2,2,0,29.8,22.5,71,2,40
2020,2,3,0,31,22.2,67,1,40
2020,2,4,0,30.5,24,74,1,360
2020,2,5,1.4,28.8,24,81,2,340
2020,2,6,7.6,28.5,25,91,2,70
2020,2,7,0.4,30.5,24.5,88,2,70
2020,2,8,3.2,31.5,24.5,81,2,70
2020,2,9,10,27.5,24,85,2,20
2020,2,10,-1,29.8,24.2,76,2,40
2020,2,11,0,29.2,22.5,76,1,70
2020,2,12,0.4,31.6,23.5,77,2,90
2020,2,13,0,32.4,24.5,78,2,90
2020,2,14,0,32.2,24,76,2,90
2020,2,15,0,32.5,23.6,76,2,90
2020,2,16,0,31.5,25,77,2,90
2020,2,17,0,34,23.5,73,1,40
2020,2,18,8.8,32.5,22.8,77,2,20
2020,2,19,5,25.8,23,89,2,20
2020,2,20,24.6,27,22.5,87,2,20
2020,2,21,13.6,29,22.5,88,2,90
2020,2,22,5,29,22,89,2,20
2020,2,23,14,29,23.5,88,2,70
2020,2,24,1.2,31.2,24,82,2,70
2020,2,25,0,32,23.8,79,2,70
2020,2,26,0,31.5,24,77,2,70
2020,2,27,0,31.5,24.8,80,2,20
2020,2,28,0.8,31,24,78,2,70
2020,2,29,0,31.8,23,76,2,70
2020,3,1,0,31.2,23,77,1,70
2020,3,2,2,32.5,23.5,75,2,70
2020,3,3,0,32.2,23.8,79,1,70
2020,3,4,0,31.5,25.5,76,2,90
2020,3,5,21.8,30.8,24.5,82,2,340
2020,3,6,11.8,28,24.6,91,2,340
2020,3,7,22.4,31,24.5,87,1,340
2020,3,8,0,31,24.8,86,1,90
2020,3,9,0,30.8,23.7,81,2,90
2020,3,10,0,31.5,24.7,81,2,90
2020,3,11,-1,31,24.5,77,2,90
2020,3,12,0,30.7,23.5,80,2,90
2020,3,13,0,31.8,24,82,2,90
2020,3,14,0,31.5,22,81,2,90
2020,3,15,0,31,23.5,80,2,110
2020,3,16,0,31.2,24.5,76,2,110
2020,3,17,0,30,23.4,82,2,40
2020,3,18,0,31.8,25,78,2,90
2020,3,19,0,31.2,24.8,76,2,90
2020,3,20,0,32,25,76,1,90
2020,3,21,0,33,25,76,2,90
2020,3,22,0,32,24.5,77,1,110
2020,3,23,0,33.2,24.7,73,1,90
2020,3,24,5.2,33,24,74,1,70
2020,3,25,0,32.5,25.2,73,2,70
2020,3,26,0,33,25.2,73,1,70
2020,3,27,0,33.3,25.2,75,2,70
2020,3,28,0,32,24.5,77,2,110
2020,3,29,0,31.9,25,76,2,110
2020,3,30,0,32.5,24.2,76,2,110
2020,3,31,0,32.1,25.2,77,2,110
2020,4,1,-1,32.5,25.2,82,2,90
2020,4,2,0.8,32,25.5,75,1,90
2020,4,3,9,30,24.5,89,1,90
2020,4,4,0,31.9,24.2,79,1,90
2020,4,5,0,32.4,24.8,75,2,110
2020,4,6,0,31.3,24.2,69,2,90
2020,4,7,0,32.8,25,75,2,110
2020,4,8,0,32,24,74,2,110
2020,4,9,0,32.7,25.5,76,2,110
2020,4,10,0,32.5,25.5,75,2,90
2020,4,11,0,32.8,24.6,73,1,110
2020,4,12,-1,32.1,24.8,82,1,140
2020,4,13,0,32.6,25.2,79,2,90
2020,4,14,0,32.9,25.3,76,2,70
2020,4,15,0,32.4,25,75,2,90
2020,4,16,0,33,26,75,2,90
2020,4,17,0,33.3,26,76,2,90
2020,4,18,0,33.1,26,78,2,90
2020,4,19,0,33.8,25.7,73,2,90
2020,4,20,0,33.4,26.7,75,2,90
2020,4,21,0,33.3,25.4,78,2,90
2020,4,22,1.6,33.5,25,74,2,70
2020,4,23,0.4,33,25.7,78,2,90
2020,4,24,0,33.8,25.4,76,1,90
2020,4,25,1.2,33.9,25.5,76,1,90
2020,4,26,0,34.5,26,72,2,90
2020,4,27,0,33.5,25.5,74,1,90
2020,4,28,0,33.8,26,76,1,70
2020,4,29,0,34,25.8,77,2,90
2020,4,30,0,34.2,25.2,79,2,90
2020,5,1,0,34,25,73,1,90
2020,5,2,12.4,28.8,25.2,87,1,70
2020,5,3,3.4,31.8,26.5,85,1,110
2020,5,4,0.2,33,26.7,84,2,90
2020,5,5,0,33.7,26.8,80,1,90
2020,5,6,0,33.5,26.6,81,2,90
2020,5,7,0,34.2,26.6,77,2,90
2020,5,8,0,33.1,26.4,79,2,110
2020,5,9,0,34,26.3,75,2,90
2020,5,10,0,33.5,26.9,77,2,90
2020,5,11,0,33.3,26.4,76,2,110
